"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Male","Loyal Customer",40,"Business travel","Business",3907,"4","4","4","4","5","1","1","4","4","4","4","4","4","2",0,1,"satisfied"
"Male","Loyal Customer",66,"Personal Travel","Eco Plus",600,"1","4","1","4","1","1","1","3","5","3","4","1","4","1",147,140,"neutral or dissatisfied"
"Male","Loyal Customer",25,"Personal Travel","Eco",926,"3","4","3","1","3","4","4","5","3","5","5","4","3","4",299,313,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Personal Travel","Eco",546,"1","2","1","4","2","1","2","2","2","3","4","4","4","2",0,5,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Business travel","Business",587,"4","4","4","4","2","5","4","3","3","3","3","3","3","3",9,8,"satisfied"
"Male","Loyal Customer",8,"Personal Travel","Eco",2106,"2","2","2","4","3","2","3","3","2","5","4","1","3","3",7,32,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Personal Travel","Eco",937,"2","5","2","1","1","2","1","1","3","5","4","4","5","1",27,4,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Business travel","Business",1574,"1","1","1","1","5","4","4","4","4","4","4","4","4","4",15,8,"satisfied"
"Female","disloyal Customer",26,"Business travel","Eco",67,"4","5","4","2","5","4","5","5","1","5","1","5","5","5",11,10,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Business travel","Eco",639,"4","3","4","3","3","4","3","3","5","1","1","4","1","3",7,0,"neutral or dissatisfied"
"Female","Loyal Customer",20,"Business travel","Business",1250,"3","3","3","3","2","2","2","2","4","1","1","2","3","2",0,7,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",2586,"2","1","1","1","2","2","2","1","2","2","3","2","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Personal Travel","Eco",196,"2","4","2","1","1","2","1","1","4","2","5","5","4","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Personal Travel","Eco",977,"4","4","4","5","3","4","4","5","5","4","5","3","5","4",2,5,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Personal Travel","Eco",783,"1","5","1","2","2","1","2","2","3","4","4","3","4","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",37,"Business travel","Business",377,"4","4","4","4","2","4","2","2","3","2","5","3","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business travel","Business",2796,"2","2","2","2","5","3","4","2","2","2","2","3","2","4",0,7,"neutral or dissatisfied"
"Female","Loyal Customer",67,"Business travel","Business",2415,"1","1","1","1","5","4","4","5","5","5","5","3","5","3",0,0,"satisfied"
"Female","Loyal Customer",36,"Business travel","Business",3874,"3","5","4","5","1","3","4","3","3","3","3","3","3","3",0,15,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Personal Travel","Eco",296,"4","4","4","3","2","4","5","2","4","3","5","5","5","2",42,29,"neutral or dissatisfied"
"Male","disloyal Customer",24,"Business travel","Eco",471,"3","4","2","4","5","2","5","5","3","5","4","3","4","5",43,40,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Business",486,"5","0","4","3","1","4","1","1","5","3","5","5","4","1",24,14,"satisfied"
"Female","Loyal Customer",65,"Personal Travel","Eco",304,"2","5","3","4","2","4","4","4","4","3","4","3","4","3",28,21,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Business travel","Business",920,"3","4","2","4","3","3","3","3","3","3","3","1","3","2",3,5,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business travel","Business",2023,"3","5","5","5","3","3","4","3","3","3","3","2","3","3",0,19,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",2475,"3","3","3","3","2","4","5","4","4","4","4","5","4","3",0,0,"satisfied"
"Male","Loyal Customer",44,"Business travel","Business",2695,"5","5","5","5","4","5","4","5","5","4","5","3","5","4",9,15,"satisfied"
"Male","Loyal Customer",21,"Personal Travel","Eco",251,"3","4","0","1","2","0","2","2","5","2","5","5","4","2",16,12,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Business travel","Business",1167,"2","3","3","3","3","3","4","2","2","2","2","2","2","2",63,49,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",3955,"4","4","4","4","5","4","5","4","4","4","4","4","4","3",0,2,"satisfied"
"Male","Loyal Customer",35,"Personal Travel","Eco",100,"4","2","4","4","4","4","4","4","3","3","3","1","4","4",126,123,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Business",631,"1","1","2","1","5","4","4","4","4","4","4","4","4","4",0,0,"satisfied"
"Female","disloyal Customer",20,"Business travel","Eco",894,"4","4","4","5","3","4","3","3","5","5","2","3","5","3",1,0,"satisfied"
"Female","Loyal Customer",55,"Business travel","Business",2366,"4","4","4","4","3","4","5","4","4","4","4","5","4","4",0,0,"satisfied"
"Male","Loyal Customer",61,"Business travel","Business",419,"4","4","4","4","4","5","4","2","2","2","2","3","2","3",69,51,"satisfied"
"Male","Loyal Customer",37,"Personal Travel","Eco",972,"1","1","1","3","5","1","5","5","4","1","4","4","4","5",20,11,"neutral or dissatisfied"
"Male","Loyal Customer",24,"Business travel","Eco Plus",370,"4","4","4","4","4","4","5","4","4","3","4","5","2","4",0,4,"satisfied"
"Male","Loyal Customer",56,"Business travel","Business",3789,"5","5","5","5","1","5","2","3","3","4","3","2","3","2",71,68,"satisfied"
"Male","Loyal Customer",43,"Business travel","Eco",687,"4","5","5","5","4","4","4","4","4","1","3","3","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",1754,"1","1","1","1","2","4","5","5","5","5","5","5","5","3",0,5,"satisfied"
"Female","disloyal Customer",33,"Business travel","Business",602,"2","2","2","1","2","2","5","2","5","3","4","5","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Business travel","Business",1891,"2","2","2","2","4","4","4","4","5","3","5","5","4","4",0,0,"satisfied"
"Female","Loyal Customer",30,"Personal Travel","Eco",630,"2","3","2","5","1","2","1","1","3","2","4","1","3","1",3,1,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Business",404,"3","3","3","3","5","3","5","5","2","4","3","2","3","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Business travel","Business",516,"3","5","3","3","4","4","4","5","5","5","5","3","5","4",5,0,"satisfied"
"Male","Loyal Customer",54,"Business travel","Business",1703,"3","5","5","5","2","2","2","3","3","3","3","4","3","2",50,27,"neutral or dissatisfied"
"Female","disloyal Customer",28,"Business travel","Eco",500,"3","3","4","4","4","4","3","4","3","1","3","5","1","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Business",250,"3","3","3","3","4","4","4","4","4","4","4","3","4","5",0,0,"satisfied"
"Female","Loyal Customer",37,"Personal Travel","Eco",1055,"1","5","1","3","3","1","3","3","5","3","4","5","5","3",8,0,"neutral or dissatisfied"
"Male","disloyal Customer",25,"Business travel","Eco",1276,"1","1","1","4","5","1","5","5","4","4","5","5","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",27,"Personal Travel","Eco",366,"2","4","2","4","1","2","1","1","1","2","1","4","3","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Personal Travel","Eco",315,"3","5","4","3","2","4","2","2","3","3","5","3","2","2",9,6,"neutral or dissatisfied"
"Male","Loyal Customer",12,"Business travel","Business",1464,"3","4","4","4","3","3","3","3","3","4","4","2","3","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",58,"Personal Travel","Eco",908,"2","5","2","2","1","1","3","2","2","2","2","4","2","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",21,"Business travel","Eco",281,"1","2","1","4","5","1","5","5","4","5","3","2","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business travel","Business",879,"5","5","5","5","4","5","5","3","3","3","3","5","3","3",0,0,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",3823,"3","3","3","3","5","5","4","4","4","4","4","3","4","5",0,0,"satisfied"
"Female","Loyal Customer",51,"Business travel","Business",3806,"2","1","1","1","5","3","2","2","2","2","2","1","2","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",23,"Business travel","Business",1716,"2","3","3","3","2","2","2","2","3","5","3","2","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Personal Travel","Business",460,"2","3","2","4","5","2","1","3","3","2","3","1","3","2",30,29,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Business travel","Eco",1047,"5","0","0","1","4","0","4","4","4","2","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",35,"Business travel","Business",1121,"4","4","4","4","5","4","5","5","5","5","5","3","5","5",51,36,"satisfied"
"Male","Loyal Customer",14,"Personal Travel","Eco",937,"2","5","2","1","4","2","4","4","3","2","4","1","2","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Business travel","Business",1562,"4","4","4","4","5","5","5","3","3","3","3","4","3","4",0,23,"satisfied"
"Female","Loyal Customer",49,"Business travel","Business",302,"2","2","2","2","5","4","5","5","5","5","5","5","5","5",0,0,"satisfied"
"Female","Loyal Customer",53,"Business travel","Business",526,"4","4","4","4","3","4","5","4","4","4","4","4","4","3",4,0,"satisfied"
"Male","Loyal Customer",62,"Personal Travel","Eco Plus",695,"4","4","4","3","1","4","1","1","4","1","3","3","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Personal Travel","Eco",372,"3","2","3","2","3","3","3","3","1","4","1","2","2","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",43,"Business travel","Business",588,"4","4","4","4","5","5","5","4","4","4","4","5","4","5",43,27,"satisfied"
"Female","Loyal Customer",34,"Personal Travel","Eco",624,"2","2","2","3","5","2","5","5","4","2","3","2","3","5",0,2,"neutral or dissatisfied"
"Male","Loyal Customer",16,"Business travel","Business",1892,"5","5","3","5","4","4","4","4","2","4","2","1","3","4",0,0,"satisfied"
"Male","Loyal Customer",49,"Business travel","Business",3196,"3","3","3","3","4","4","5","4","4","4","4","5","4","3",6,8,"satisfied"
"Female","Loyal Customer",20,"Personal Travel","Eco",594,"2","3","2","4","4","2","4","4","1","1","3","3","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",61,"Business travel","Business",1959,"5","5","5","5","2","5","4","5","5","5","5","4","5","4",0,0,"satisfied"
"Male","disloyal Customer",32,"Business travel","Business",226,"3","3","3","2","3","3","3","3","5","4","5","5","4","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Business travel","Business",1605,"3","5","3","3","4","5","4","5","5","5","5","3","5","3",0,0,"satisfied"
"Male","disloyal Customer",54,"Business travel","Eco",1242,"1","1","1","4","2","1","2","2","4","2","4","1","4","2",5,0,"neutral or dissatisfied"
"Female","Loyal Customer",27,"Personal Travel","Eco",532,"1","5","1","2","5","1","5","5","3","2","5","5","5","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",63,"Business travel","Eco",268,"1","4","2","4","1","1","1","1","4","5","3","3","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Personal Travel","Eco",1035,"3","4","3","3","5","4","5","5","5","3","5","3","5","3",0,11,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Business travel","Business",733,"5","5","5","5","4","4","4","5","5","5","5","4","5","5",20,75,"satisfied"
"Female","Loyal Customer",57,"Business travel","Business",2321,"1","1","1","1","4","5","5","4","4","4","4","4","4","5",0,0,"satisfied"
"Female","Loyal Customer",24,"Personal Travel","Eco",546,"2","5","2","1","2","2","2","2","2","1","3","5","5","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business travel","Business",719,"3","5","4","5","4","3","3","3","3","3","3","4","3","3",55,41,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Business travel","Eco",347,"5","5","5","5","5","5","5","5","5","2","1","3","3","5",0,0,"satisfied"
"Female","Loyal Customer",48,"Business travel","Business",3361,"3","3","5","3","4","2","3","5","5","5","4","4","5","2",0,0,"satisfied"
"Male","Loyal Customer",54,"Business travel","Business",669,"1","1","1","1","5","4","5","5","5","5","5","4","5","3",0,0,"satisfied"
"Male","Loyal Customer",31,"Business travel","Eco Plus",2248,"0","0","0","3","0","3","1","4","2","4","2","1","4","1",48,63,"satisfied"
"Male","Loyal Customer",65,"Business travel","Business",1578,"2","2","2","2","4","4","4","2","2","2","2","1","2","4",41,43,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Personal Travel","Eco",488,"2","3","2","1","5","2","5","5","4","5","3","5","4","5",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",25,"Business travel","Business",813,"3","0","3","3","1","3","1","1","4","5","4","3","5","1",4,0,"neutral or dissatisfied"
"Female","Loyal Customer",28,"Business travel","Business",2300,"2","2","2","2","2","2","2","2","3","3","5","5","4","2",0,0,"satisfied"
"Female","Loyal Customer",46,"Personal Travel","Eco",2153,"0","4","0","1","3","5","4","1","1","0","1","5","1","3",0,0,"satisfied"
"Female","Loyal Customer",9,"Personal Travel","Eco",1035,"3","4","3","2","5","3","5","5","3","3","5","4","4","5",47,103,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Business travel","Business",3851,"1","4","4","4","1","1","1","1","1","2","4","4","4","1",28,25,"neutral or dissatisfied"
"Female","disloyal Customer",29,"Business travel","Eco Plus",655,"4","4","4","4","5","4","5","5","3","5","3","2","3","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Business travel","Business",2409,"1","1","1","1","4","4","4","4","4","4","4","4","5","4",0,0,"satisfied"
"Male","Loyal Customer",53,"Personal Travel","Eco",1189,"2","5","2","3","5","2","5","5","5","2","4","5","4","5",3,6,"neutral or dissatisfied"
"Female","disloyal Customer",25,"Business travel","Eco",212,"4","2","5","4","4","5","1","4","1","1","3","3","3","4",105,100,"neutral or dissatisfied"
"Male","Loyal Customer",16,"Business travel","Eco",1476,"5","3","3","3","5","5","3","5","2","1","4","2","1","5",91,74,"satisfied"
"Female","Loyal Customer",66,"Personal Travel","Eco",733,"2","4","2","1","4","5","4","3","3","2","1","1","3","2",0,19,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Business",2748,"2","2","3","2","2","5","4","5","5","5","5","5","5","4",105,110,"satisfied"
"Male","Loyal Customer",17,"Business travel","Business",231,"3","1","1","1","3","3","3","3","2","5","4","3","3","3",17,15,"neutral or dissatisfied"
"Male","Loyal Customer",7,"Personal Travel","Eco",602,"2","4","2","3","2","2","2","2","3","5","4","4","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Business travel","Eco Plus",2681,"5","3","3","3","5","5","5","5","5","1","3","1","2","5",1,0,"satisfied"
"Male","Loyal Customer",7,"Personal Travel","Eco",964,"1","4","1","4","2","1","2","2","5","4","4","5","5","2",0,1,"neutral or dissatisfied"
"Female","disloyal Customer",29,"Business travel","Eco",1237,"4","3","3","3","1","3","1","1","1","1","1","4","5","1",0,0,"satisfied"
"Male","Loyal Customer",35,"Personal Travel","Eco",1033,"1","4","1","1","2","1","2","2","3","2","4","3","5","2",14,9,"neutral or dissatisfied"
"Male","Loyal Customer",26,"Personal Travel","Business",833,"2","4","2","4","3","2","2","3","5","3","4","5","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",24,"Personal Travel","Eco",577,"2","1","2","3","5","2","5","5","1","1","3","4","3","5",15,6,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Personal Travel","Eco",819,"1","3","1","4","4","1","4","4","1","5","5","2","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Business travel","Business",3583,"2","2","2","2","3","5","5","4","4","4","4","5","4","5",14,4,"satisfied"
"Female","Loyal Customer",50,"Business travel","Business",2035,"5","5","5","5","4","5","4","5","5","5","4","3","5","5",0,34,"satisfied"
"Female","Loyal Customer",22,"Personal Travel","Eco Plus",382,"2","4","2","3","3","2","3","3","5","2","5","5","5","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Personal Travel","Eco",590,"3","2","3","3","2","4","4","4","4","3","4","4","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",20,"Business travel","Business",1933,"3","3","3","3","4","4","4","4","5","4","4","5","4","4",0,0,"satisfied"
"Male","disloyal Customer",42,"Business travel","Business",351,"3","3","3","4","2","3","2","2","3","3","3","4","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Business travel","Business",3789,"3","3","3","3","5","5","5","5","3","1","2","5","2","5",341,334,"satisfied"
"Male","Loyal Customer",26,"Business travel","Business",3567,"2","2","2","2","3","2","3","3","5","5","2","5","2","3",3,0,"satisfied"
"Male","Loyal Customer",58,"Personal Travel","Eco",226,"2","5","2","3","4","2","4","4","5","4","4","3","4","4",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",35,"Business travel","Business",1431,"3","3","3","3","2","3","2","2","5","5","4","3","5","2",17,24,"neutral or dissatisfied"
"Female","disloyal Customer",23,"Business travel","Eco Plus",1235,"3","0","3","1","3","3","3","3","4","3","5","3","5","3",1,0,"neutral or dissatisfied"
"Female","disloyal Customer",26,"Business travel","Business",1721,"4","4","4","3","2","4","2","2","4","2","4","5","5","2",21,44,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business travel","Eco",650,"2","1","4","4","2","2","2","2","2","2","3","3","4","2",0,0,"neutral or dissatisfied"
